y,tariff,age,area,channel,m01.out.peak.count,m01.out.peak.duration,m01.out.peak.value,m01.out.offpeak.count,m01.out.offpeak.duration,m01.out.offpeak.value,m01.in.count,m01.in.duration,m01.sms.count,m01.custom.service.count,m02.out.peak.count,m02.out.peak.duration,m02.out.peak.value,m02.out.offpeak.count,m02.out.offpeak.duration,m02.out.offpeak.value,m02.in.count,m02.in.duration,m02.sms.count,m02.custom.service.count,m03.out.peak.count,m03.out.peak.duration,m03.out.peak.value,m03.out.offpeak.count,m03.out.offpeak.duration,m03.out.offpeak.value,m03.in.count,m03.in.duration,m03.sms.count,m03.custom.service.count,m04.out.peak.count,m04.out.peak.duration,m04.out.peak.value,m04.out.offpeak.count,m04.out.offpeak.duration,m04.out.offpeak.value,m04.in.count,m04.in.duration,m04.sms.count,m04.custom.service.count,m05.out.peak.count,m05.out.peak.duration,m05.out.peak.value,m05.out.offpeak.count,m05.out.offpeak.duration,m05.out.offpeak.value,m05.in.count,m05.in.duration,m05.sms.count,m05.custom.service.count,m06.out.peak.count,m06.out.peak.duration,m06.out.peak.value,m06.out.offpeak.count,m06.out.offpeak.duration,m06.out.offpeak.value,m06.in.count,m06.in.duration,m06.sms.count,m06.custom.service.count,m07.out.peak.count,m07.out.peak.duration,m07.out.peak.value,m07.out.offpeak.count,m07.out.offpeak.duration,m07.out.offpeak.value,m07.in.count,m07.in.duration,m07.sms.count,m07.custom.service.count,m08.out.peak.count,m08.out.peak.duration,m08.out.peak.value,m08.out.offpeak.count,m08.out.offpeak.duration,m08.out.offpeak.value,m08.in.count,m08.in.duration,m08.sms.count,m08.custom.service.count,payment_bank account,payment_credit card,payment_post account,gender_B,gender_F,gender_M,added.service.1_N,added.service.1_Y,added.service.2_N,added.service.2_Y
62,3,33.63,3,5,47,2024,14.7025,28,1070,5.6113,32,434,0,0,51,3187,20.6676,29,1512,6.8384,63,702,0,0,89,4171,29.4866,22,960,4.7122,42,512,0,0,55,2123,16.0086,28,920,5.2307,51,761,0,2,67,3060,21.8074,63,3220,14.6891,50,692,0,0,114,5103,36.6049,47,1987,9.902,86,2261,0,0,70,2840,21.0456,21,834,4.2887,95,1583,0,0,72,4331,28.5079,67,3394,15.441,94,2840,18,0,False,True,False,True,False,False,True,False,True,False
110,8,39.47,3,7,77,7936,48.6089,0,0,0.0,64,9242,2,0,153,14098,87.824,0,0,0.0,103,14129,34,3,114,9345,59.549,0,0,0.0,85,7754,14,0,89,6363,41.6874,0,0,0.0,119,12565,22,0,126,8495,56.5365,0,0,0.0,136,12856,33,0,136,14442,94.2663,0,0,0.0,129,11388,23,0,144,12747,80.1835,0,0,0.0,99,10287,4,1,150,15247,93.5066,0,0,0.0,64,4272,17,2,False,True,False,True,False,False,True,False,True,False
51,8,27.5,1,7,25,617,5.744,0,0,0.0,69,3006,1,1,21,546,4.9662,0,0,0.0,95,4403,0,0,44,1736,13.4387,0,0,0.0,152,5314,0,0,50,2323,17.0648,0,0,0.0,135,5354,0,0,61,2398,18.5868,0,0,0.0,164,5560,0,0,45,1717,13.446,0,0,0.0,104,5159,0,0,57,1549,13.824,0,0,0.0,150,6458,0,0,57,3555,24.1015,0,0,0.0,77,4079,0,0,False,True,False,True,False,False,True,False,True,False
483,7,44.52,4,5,311,83303,391.1639,81,24468,74.0646,136,33775,0,2,363,77660,408.3243,31,11811,29.2067,131,33203,0,4,610,88723,517.558,0,0,0.0,236,56909,0,0,423,60060,351.2888,0,0,0.0,148,24175,0,4,316,50755,292.2583,0,0,0.0,178,39467,0,2,484,83838,395.9262,0,0,0.0,137,28342,0,3,432,63048,258.6695,0,0,0.0,171,46332,0,6,377,99721,377.5083,0,0,0.0,94,22360,0,2,False,True,False,True,False,False,True,False,True,False
20,8,27.96,2,5,16,627,4.865,0,0,0.0,42,3246,2,0,11,795,5.2085,0,0,0.0,42,2919,0,0,21,1457,9.633,0,0,0.0,53,4421,0,0,14,658,4.817,0,0,0.0,44,3892,0,0,14,793,5.5096,0,0,0.0,40,3288,3,0,15,767,5.4796,0,0,0.0,61,4812,0,0,39,2011,14.3317,0,0,0.0,55,5065,0,0,15,800,5.648,0,0,0.0,42,3938,10,0,True,False,False,True,False,False,True,False,True,False
240,8,33.14,2,5,164,19630,83.4419,0,0,0.0,152,10822,0,0,279,30939,133.9617,0,0,0.0,201,15991,0,1,282,31511,148.848,0,0,0.0,207,26242,0,0,222,31851,185.9085,0,0,0.0,265,35286,0,0,259,33569,198.6298,0,0,0.0,307,39975,0,0,180,20056,121.1355,0,0,0.0,211,23490,0,0,154,18345,109.8958,0,0,0.0,117,15944,0,0,90,12042,70.8873,0,0,0.0,39,5459,0,0,True,False,False,True,False,False,True,False,True,False
515,6,32.62,3,5,439,38445,175.6837,0,0,0.0,166,12447,0,6,283,21127,101.0267,0,0,0.0,83,3298,0,3,626,51877,240.8486,0,0,0.0,295,18555,0,3,513,41101,192.358,0,0,0.0,186,7857,0,5,499,44051,201.2457,0,0,0.0,201,9671,0,2,449,30319,149.2039,0,0,0.0,200,10721,0,0,499,39200,184.654,0,0,0.0,230,11106,2,1,260,35546,147.6535,0,0,0.0,82,5319,0,3,True,False,False,True,False,False,False,True,True,False
13,8,25.27,4,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,44,2801,18.8956,0,0,0.0,28,1026,9,0,74,4585,31.1305,0,0,0.0,67,6052,18,4,32,2526,16.2467,0,0,0.0,79,6493,55,0,False,False,True,False,False,True,True,False,True,False
125,8,23.73,2,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,250,37689,153.9067,0,0,0.0,284,80146,0,0,293,52151,207.485,0,0,0.0,263,51243,89,5,173,20843,88.7025,0,0,0.0,233,37474,7,0,211,26596,114.8404,0,0,0.0,235,30239,0,2,248,35528,200.2283,0,0,0.0,281,32402,0,0,117,20155,87.2327,0,0,0.0,145,19769,0,0,False,True,False,True,False,False,True,False,True,False
302,6,29.47,3,5,55,4799,21.8869,0,0,0.0,56,5693,0,0,80,8287,86.1837,0,0,0.0,56,3952,0,0,133,18341,76.0658,0,0,0.0,64,5597,0,0,133,13297,86.9827,0,0,0.0,86,7614,0,0,144,13964,85.0357,0,0,0.0,64,4405,0,0,124,12757,86.6196,0,0,0.0,92,6439,0,0,175,16648,74.5438,0,0,0.0,110,9558,0,0,114,14577,69.7666,0,0,0.0,101,10265,0,0,False,False,True,True,False,False,True,False,True,False
45,6,30.98,2,5,0,0,0.0,0,0,0.0,1,10,0,0,3,100,0.6497,0,0,0.0,4,40,0,0,20,1487,7.1194,0,0,0.0,8,290,0,0,24,2845,12.1465,0,0,0.0,11,705,0,0,42,6439,26.2205,0,0,0.0,8,569,0,0,35,3015,13.7584,0,0,0.0,14,815,0,0,17,1577,7.1152,0,0,0.0,5,308,0,0,31,3145,13.8896,0,0,0.0,19,1130,0,0,True,False,False,True,False,False,True,False,True,False
106,7,19.5,1,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,66,6844,25.6049,0,0,0.0,14,208,0,1,65,8892,36.89,0,0,0.0,19,6020,8,0,False,False,True,False,True,False,False,True,True,False
0,7,25.04,1,9,0,0,0.0,0,0,0.0,1,32,0,0,0,0,0.0,0,0,0.0,2,55,0,0,0,0,0.0,0,0,0.0,15,363,0,0,0,0,0.0,0,0,0.0,5,76,0,0,0,0,0.0,0,0,0.0,4,48,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,3,39,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,False,True,False,False,True,True,False,True,False
2,8,33.04,3,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,True,False,False,False,True,True,False,True,False
32,8,21.08,1,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,2,61,0.519,0,0,0.0,5,145,0,0,27,2484,15.5159,0,0,0.0,44,2577,0,1,43,3500,22.3719,0,0,0.0,43,4427,2,0,28,3991,23.3397,0,0,0.0,44,23092,2,0,False,True,False,True,False,False,False,True,True,False
14,8,30.36,3,5,23,1506,9.9883,0,0,0.0,30,1174,19,3,28,1181,8.8392,0,0,0.0,37,1690,6,1,40,2448,16.6717,0,0,0.0,34,2656,0,12,25,1211,8.786,0,0,0.0,36,1767,4,2,17,505,4.3429,0,0,0.0,32,1766,3,3,15,1376,8.5969,0,0,0.0,33,2004,1,0,8,456,3.1623,0,0,0.0,9,464,7,2,28,1244,7.3585,0,0,0.0,15,530,13,5,False,True,False,True,False,False,False,True,True,False
53,8,50.09,4,5,47,2795,15.1513,26,1397,3.673,93,6406,0,0,13,437,2.2301,4,235,0.5903,97,5758,0,0,14,361,2.0333,5,185,0.5903,74,4789,0,0,26,923,5.2472,3,408,0.9183,66,3356,0,0,23,830,5.116,14,387,1.2462,78,4021,0,0,34,1690,8.4611,25,1116,3.1483,68,4016,0,0,40,1848,10.7934,12,370,1.1806,64,4205,0,0,21,913,6.8451,0,0,0.0,49,3242,0,0,False,False,True,False,False,True,False,True,True,False
5,8,17.04,4,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,True,False,False,False,True,False,True,True,False
37,8,23.18,2,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,17,605,4.8557,0,0,0.0,24,2487,0,0,23,1414,9.62,0,0,0.0,34,3176,0,0,20,1493,9.713,0,0,0.0,45,3789,0,1,27,2341,14.7836,0,0,0.0,27,1726,0,1,16,1117,7.3755,0,0,0.0,41,3306,0,0,36,2517,16.6139,0,0,0.0,28,1672,0,0,False,True,False,False,False,True,True,False,True,False
52,6,33.31,4,5,31,1162,7.1514,0,0,0.0,65,882,0,0,82,3690,21.0105,0,0,0.0,60,2013,0,0,85,3511,20.711,0,0,0.0,95,2557,0,0,30,1853,9.3959,0,0,0.0,52,2895,0,0,27,1762,8.6734,0,0,0.0,54,1800,0,0,27,1704,8.5794,0,0,0.0,44,2438,0,0,63,4353,21.2992,0,0,0.0,69,3346,0,0,47,4416,19.8619,0,0,0.0,53,4449,0,0,False,True,False,False,False,True,True,False,True,False
69,8,17.93,1,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,True,False,False,True,False,True,False,True,False
83,8,21.01,2,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,19,1091,7.3456,0,0,0.0,5,41,0,0,85,3883,28.5694,0,0,0.0,43,1919,0,0,50,2940,20.227,0,0,0.0,27,1072,0,0,69,4423,29.6854,0,0,0.0,38,2390,0,0,True,False,False,False,False,True,True,False,True,False
75,7,32.62,3,5,56,4461,20.9434,0,0,0.0,24,1174,0,0,66,7610,32.6788,0,0,0.0,41,3466,0,0,155,14928,66.64,0,0,0.0,109,10723,0,0,225,17209,81.6157,0,0,0.0,101,6730,0,0,122,9186,43.715,0,0,0.0,75,5417,0,0,63,5110,23.8712,0,0,0.0,29,1574,0,0,117,10025,46.0519,0,0,0.0,31,2966,0,0,97,6808,33.1576,0,0,0.0,13,825,0,0,True,False,False,True,False,False,True,False,True,False
174,6,42.95,3,5,171,24866,104.7788,0,0,0.0,183,31645,0,0,234,39177,156.9616,0,0,0.0,274,55203,0,0,245,29960,127.1243,0,0,0.0,326,67137,0,0,228,24258,105.6413,0,0,0.0,246,42484,0,1,259,28619,124.0101,0,0,0.0,237,32456,3,1,251,33896,141.0139,0,0,0.0,220,33605,54,0,231,25659,110.952,0,0,0.0,231,33026,5,0,144,20119,83.1423,0,0,0.0,50,9767,4,0,False,True,False,False,False,True,False,True,True,False
0,8,16.49,3,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,True,False,False,True,False,True,False,True,False
105,8,43.11,2,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,50,4386,27.6346,0,0,0.0,59,3325,54,1,158,11519,75.2338,0,0,0.0,147,15786,80,0,168,9932,68.2431,0,0,0.0,108,13145,49,0,114,6350,44.311,0,0,0.0,90,7646,39,0,108,6708,45.4219,0,0,0.0,116,12021,31,1,True,False,False,False,False,True,True,False,True,False
317,7,41.57,3,5,197,11877,60.7126,0,0,0.0,289,17745,0,0,162,8312,44.9793,0,0,0.0,295,21947,2,0,167,6478,39.2652,0,0,0.0,155,8476,1,1,149,6493,37.4566,0,0,0.0,148,9940,0,4,198,10749,56.9833,0,0,0.0,203,12531,0,0,344,19837,102.841,0,0,0.0,254,24381,0,0,351,20157,104.6491,0,0,0.0,247,20798,0,0,169,10432,52.8026,0,0,0.0,191,14092,0,1,True,False,False,False,False,True,True,False,True,False
91,8,24.59,2,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,20,3562,20.3143,0,0,0.0,19,874,0,0,25,4966,28.025,0,0,0.0,44,1967,0,0,46,10781,59.9839,0,0,0.0,69,2049,0,1,74,14366,81.1426,0,0,0.0,30,1841,0,0,True,False,False,False,False,True,True,False,True,False
211,7,31.47,1,5,104,11403,92.6524,90,6944,30.0578,65,4134,0,0,60,3474,29.9731,79,4612,21.1195,48,1856,0,0,91,7365,59.5005,117,7853,37.4984,67,3644,2,0,60,4383,33.6219,91,9462,32.8472,116,4047,0,0,51,5502,42.9088,100,8743,32.9257,101,4714,0,0,159,10557,82.8769,95,8662,33.9374,86,4485,0,0,106,12984,94.1986,120,21097,67.7633,102,4640,0,0,210,25925,208.645,170,18495,63.0904,183,23070,0,0,False,True,False,False,True,False,True,False,True,False
339,7,23.01,4,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,50,3348,22.3197,0,0,0.0,15,587,0,3,389,43240,259.4571,0,0,0.0,240,25590,0,1,424,56399,329.688,0,0,0.0,305,39760,0,0,598,68269,409.7564,0,0,0.0,523,58720,0,0,363,42828,256.2669,0,0,0.0,420,50960,0,0,252,24606,151.8884,0,0,0.0,181,18471,0,0,True,False,False,True,False,False,False,True,True,False
42,8,20.65,3,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,46,2538,17.7548,0,0,0.0,188,15284,0,0,56,4774,30.2422,0,0,0.0,162,9670,0,0,33,2162,14.4861,0,0,0.0,71,6711,0,0,False,True,False,True,False,False,True,False,True,False
96,7,47.47,3,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,26,2111,9.8597,0,0,0.0,89,5677,0,6,140,10169,49.0149,0,0,0.0,208,17511,1,0,110,12437,53.6248,0,0,0.0,240,13393,0,0,36,3687,16.2483,0,0,0.0,75,3915,0,0,True,False,False,False,False,True,True,False,True,False
9,8,23.67,2,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,16,990,6.7253,0,0,0.0,29,440,0,0,7,202,1.758,0,0,0.0,4,108,0,0,4,99,0.9203,0,0,0.0,2,13,0,0,4,109,0.9715,0,0,0.0,7,65,0,0,1,13,0.1699,0,0,0.0,1,7,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,False,True,False,True,False,True,False,True,False
0,8,16.98,2,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,True,False,False,False,True,True,False,True,False
0,8,20.75,2,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,3,169,1.1755,0,0,0.0,14,2634,0,0,5,285,1.9765,0,0,0.0,24,3765,0,0,1,1,0.1085,0,0,0.0,0,0,0,0,False,True,False,False,False,True,True,False,True,False
121,8,39.08,2,5,43,3389,21.8043,0,0,0.0,7,133,0,0,52,3556,23.5897,0,0,0.0,10,257,0,0,86,5760,38.3929,0,0,0.0,56,3798,0,0,76,6560,41.4586,0,0,0.0,64,7435,0,0,79,7008,44.0662,0,0,0.0,62,4472,0,0,156,15742,96.767,0,0,0.0,77,7487,0,0,110,12090,71.8025,0,0,0.0,53,4100,0,0,88,7316,45.944,0,0,0.0,29,1619,0,0,True,False,False,True,False,False,False,True,True,False
38,8,28.22,1,7,6,590,3.6421,0,0,0.0,3,146,0,0,13,443,3.6126,0,0,0.0,7,463,0,0,37,5013,29.5047,0,0,0.0,9,718,0,0,30,4180,24.5147,0,0,0.0,13,766,0,0,30,5289,30.1941,0,0,0.0,7,1019,0,0,48,4076,25.8404,0,0,0.0,12,1017,0,0,39,4112,25.0962,0,0,0.0,8,1069,0,0,23,3694,21.1975,0,0,0.0,13,2295,0,0,False,True,False,True,False,False,False,True,True,False
310,7,38.62,1,5,206,26047,126.4364,0,0,0.0,247,22043,0,1,198,23446,100.1245,0,0,0.0,199,19502,1,4,277,24866,114.1297,0,0,0.0,297,28056,0,4,267,21473,107.8114,0,0,0.0,182,14553,0,3,259,17501,87.5828,0,0,0.0,250,19456,3,1,271,21678,101.6599,0,0,0.0,241,20387,2,1,302,26245,127.5974,0,0,0.0,362,24064,19,0,236,24690,108.1822,0,0,0.0,166,22688,8,0,True,False,False,True,False,False,True,False,True,False
167,3,39.57,1,5,36,3409,20.2017,27,1649,6.9784,38,1803,0,0,55,5300,31.4651,27,3787,12.412,26,1734,0,0,107,10835,63.7669,62,3950,16.4409,92,5653,0,0,77,4927,31.6134,51,3544,14.1711,147,11052,0,3,56,4830,29.281,31,2418,9.2441,166,14936,0,0,75,6862,40.5873,28,2152,8.6455,120,9091,0,0,86,6895,41.8676,31,2373,9.4708,112,6580,0,0,52,7937,43.9851,37,4318,14.7939,87,7249,0,0,True,False,False,True,False,False,True,False,True,False
4,8,17.96,3,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,True,False,False,False,True,True,False,True,False
127,7,40.72,2,5,98,7802,48.0816,29,3281,11.3342,91,7299,0,0,67,4973,27.4125,2,54,0.344,73,5182,0,1,56,3386,17.292,0,0,0.0,35,2276,0,0,25,1321,7.0713,0,0,0.0,36,2536,0,0,156,7780,42.5519,0,0,0.0,87,4066,0,0,158,7900,43.1686,0,0,0.0,60,2757,0,1,146,6306,36.5109,0,0,0.0,68,3367,0,0,106,4821,27.2297,0,0,0.0,36,1757,0,2,False,False,True,True,False,False,True,False,True,False
6,8,19.04,4,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,18,1084,7.4132,0,0,0.0,0,0,1,0,False,True,False,False,False,True,True,False,True,False
508,7,26.03,4,3,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,139,11282,72.1604,0,0,0.0,156,17138,16,2,177,15820,99.2315,0,0,0.0,179,21399,11,2,131,10422,66.8259,0,0,0.0,176,16338,12,0,192,17954,111.7169,0,0,0.0,187,18638,18,2,233,22291,138.2736,0,0,0.0,175,16092,11,9,104,7945,37.6399,0,0,0.0,89,6618,8,6,False,True,False,False,False,True,False,True,True,False
92,7,21.01,2,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,30,3142,13.776,0,0,0.0,24,1397,0,1,125,13891,60.0169,0,0,0.0,147,12702,0,0,65,6200,27.7838,0,0,0.0,112,8195,0,0,21,2333,10.0972,0,0,0.0,33,3718,0,0,False,False,True,True,False,False,True,False,True,False
0,8,21.67,3,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0,7,436,0,0,0,0,0.0,0,0,0.0,22,654,0,0,7,560,3.592,0,0,0.0,18,2690,0,0,0,0,0.0,0,0,0.0,3,90,0,0,True,False,False,False,False,True,True,False,True,False
58,8,19.18,1,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,7,300,1.9321,0,0,0.0,29,1000,0,0,19,976,4.3584,0,0,0.0,23,1605,0,3,False,True,False,False,False,True,False,True,True,False
0,7,16.52,1,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,False,True,True,False,False,False,True,True,False
7,8,18.0,1,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,4,75,0,0,False,True,False,False,True,False,True,False,True,False
24,8,41.18,4,5,21,3169,40.9044,8,312,1.35,64,3865,0,1,34,4029,24.1547,0,0,0.0,64,2850,0,0,11,440,3.3905,0,0,0.0,43,1869,0,0,14,1436,8.803,0,0,0.0,27,1000,0,0,32,3724,22.3843,0,0,0.0,13,1592,0,0,14,1153,7.3528,0,0,0.0,19,664,0,0,8,632,3.9612,0,0,0.0,23,596,0,0,12,915,5.9274,0,0,0.0,9,471,0,0,False,False,True,False,False,True,True,False,True,False
81,8,42.22,3,5,62,6540,38.2209,12,2875,8.5448,272,29004,0,0,62,7105,40.9731,35,4726,15.6233,273,29576,0,0,69,6097,36.7888,12,588,2.7336,256,30926,0,0,23,2934,16.6495,12,1577,5.2467,151,15430,0,0,35,2676,16.6356,28,3257,11.1684,149,19873,0,0,28,2748,14.1933,8,378,2.6603,228,25034,0,0,40,4455,25.8043,21,3243,10.4102,277,23954,0,0,27,3398,15.9146,0,0,0.0,169,24966,10,1,True,False,False,False,False,True,False,True,True,False
344,6,36.06,2,5,208,41648,162.9184,0,0,0.0,152,15178,5,3,210,29610,122.3177,0,0,0.0,109,9889,0,0,281,31211,133.6286,0,0,0.0,159,17025,24,4,189,17070,74.9534,0,0,0.0,114,9521,9,1,297,35032,139.9671,0,0,0.0,204,25402,4,0,243,27454,110.372,0,0,0.0,159,21088,2,1,407,42150,179.7389,0,0,0.0,309,28169,6,1,237,24210,101.4006,0,0,0.0,156,15551,16,1,False,False,True,True,False,False,False,True,True,False
135,7,19.01,1,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,40,7717,30.3568,0,0,0.0,100,10368,0,0,67,11568,46.2312,0,0,0.0,140,24487,0,0,False,True,False,False,False,True,True,False,True,False
20,8,21.83,3,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,49,1626,13.0834,0,0,0.0,47,3386,7,1,20,606,4.9637,0,0,0.0,51,3814,2,0,33,2893,17.9211,0,0,0.0,51,7846,2,0,9,149,1.6929,0,0,0.0,29,2106,0,0,False,False,True,False,True,False,True,False,True,False
0,7,23.83,1,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,35,3701,16.192,0,0,0.0,48,1826,0,0,9,712,3.3487,0,0,0.0,32,457,0,1,35,2548,12.2741,0,0,0.0,21,1675,0,0,47,2876,14.6281,0,0,0.0,44,2207,0,0,97,10704,46.3964,0,0,0.0,33,1966,0,0,0,0,0.0,0,0,0.0,0,0,0,0,True,False,False,True,False,False,True,False,True,False
0,7,41.37,2,7,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,True,False,False,False,True,True,False,True,False
